SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, FACE VALUE
TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,2
TEAMGTY,Team India Guaranty Limited,EQ,11-JUN-2002,10
TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10
TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,06-DEC-1995,10
TEGA,Tega Industries Limited,EQ,13-DEC-2021,10
TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017,10
TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021,10
TENNIND,Tenneco Clean Air India Limited,EQ,19-NOV-2025,10
TERASOFT,Tera Software Limited,BE,29-DEC-2016,10
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,2
TFL,Transwarranty Finance Limited,EQ,26-FEB-2007,10
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10
THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,10
THEJO,Thejo Engineering Limited,EQ,10-OCT-2023,10
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,02-JUN-2025,10
THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,1
THERMAX,Thermax Limited,EQ,30-AUG-1995,2
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1
THOMASCOTT,Thomas Scott (India) Limited,EQ,30-JAN-2012,10
THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,10
TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,10
TICL,Twamev Construction and Infrastructure Limited,BE,16-OCT-2023,1
TIGERLOGS,Tiger Logistics (India) Limited,EQ,18-SEP-2025,1
TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10
TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017,1
TIJARIA,Tijaria Polypipes Limited,EQ,14-OCT-2011,10
TIL,TIL Limited,EQ,27-SEP-1995,10
TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,1
TIMKEN,Timken India Limited,EQ,06-FEB-2007,10
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,17-APR-2025,10
TIPSFILMS,Tips Films Limited,EQ,06-OCT-2022,10
TIPSMUSIC,Tips Music Limited,EQ,10-NOV-2000,1
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1
TIRUPATIFL,Tirupati Forge Limited,EQ,04-AUG-2020,2
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-APR-2008,2
TITAN,Titan Company Limited,EQ,24-SEP-2004,1
TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10
TMCV,Tata Motors Limited,EQ,12-NOV-2025,2
TMPV,Tata Motors Passenger Vehicles Limited,EQ,22-JUL-1998,2
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10
TNTELE,Tamilnadu Telecommunication Limited,EQ,04-FEB-2003,10
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10
TOLINS,Tolins Tyres Limited,EQ,16-SEP-2024,5
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5
TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,10
TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,10
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020,10
TPHQ,Teamo Productions HQ Limited,EQ,30-JAN-2009,1
TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,2
TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1
TRANSRAILL,Transrail Lighting Limited,EQ,27-DEC-2024,2
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ,01-MAR-1995,10
TRAVELFOOD,Travel Food Services Limited,EQ,14-JUL-2025,1
TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-AUG-2011,10
TREJHARA,TREJHARA SOLUTIONS LIMITED,BE,28-DEC-2018,10
TREL,Transindia Real Estate Limited,EQ,10-AUG-2023,2
TRENT,Trent Limited,EQ,07-JUN-2004,1
TRF,TRF Limited,EQ,26-MAR-2010,10
TRIDENT,Trident Limited,EQ,21-FEB-2001,1
TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10
TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1
TRU,TruCap Finance Limited,EQ,20-JUN-2023,2
TRUALT,TruAlt Bioenergy Limited,EQ,03-OCT-2025,10
TSFINV,TSF INVESTMENTS LIMITED,EQ,26-MAR-2018,5
TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015,10
TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,1
TTL,T T Limited,EQ,22-FEB-2007,1
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,10
TVSELECT,TVS Electronics Limited,BE,26-DEC-2003,10
TVSHLTD,TVS Holdings Limited,EQ,23-OCT-2012,5
TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1
TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10
TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5
TVVISION,TV Vision Limited,EQ,15-SEP-2016,10
UBL,United Breweries Limited,EQ,28-JUL-2008,1
UCAL,UCAL LIMITED,EQ,13-SEP-1995,10
UCOBANK,UCO Bank,EQ,09-OCT-2003,10
UDS,Updater Services Limited,EQ,04-OCT-2023,10
UEL,Ujaas Energy Limited,BE,16-APR-2024,1
UFBL,United Foodbrands Limited,EQ,07-APR-2021,5
UFLEX,UFLEX Limited,EQ,23-AUG-1995,10
UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1
UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,10
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10
ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10
UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,10
UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010,1
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,01-NOV-2000,5
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,2
UNIDT,United Drilling Tools Limited,EQ,25-SEP-2020,10
UNIECOM,Unicommerce Esolutions Limited,EQ,13-AUG-2024,1
UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2
UNIINFO,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-DEC-2024,5
UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10
UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022,10
UNITDSPR,United Spirits Limited,EQ,27-SEP-2001,2
UNITECH,Unitech Limited,EQ,08-SEP-1999,2
UNITEDPOLY,United Polyfab Gujarat Limited,BE,31-DEC-2021,1
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10
UNIVAFOODS,Univa Foods Limited,BE,03-APR-1996,10
UNIVASTU,Univastu India Limited,EQ,22-JUN-2020,10
UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,10
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,10
UNOMINDA,UNO Minda Limited,EQ,02-FEB-2007,2
UPL,UPL Limited,EQ,23-JAN-2004,2
URAVIDEF,Uravi Defence and Technology Limited,EQ,05-JUL-2023,10
URBANCO,Urban Company Limited,EQ,17-SEP-2025,1
URJA,Urja Global Limited,EQ,28-MAR-2017,1
USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1
USK,Udayshivakumar Infra Limited,EQ,03-APR-2023,10
UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10
UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-NOV-2025,1
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10
UYFINCORP,U. Y. Fincorp Limited,BE,03-OCT-2024,5
V2RETAIL,V2 Retail Limited,EQ,04-JUL-2007,10
VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,2
VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,2
VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006,1
VALIANTLAB,Valiant Laboratories Limited,EQ,06-OCT-2023,10
VALIANTORG,Valiant Organics Limited,EQ,23-JUL-2021,10
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,1
VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,1
VASCONEQ,Vascon Engineers Limited,EQ,15-FEB-2010,10
VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,10
VBL,Varun Beverages Limited,EQ,08-NOV-2016,2
VCL,Vaxtex Cotfab Limited,BE,19-APR-2022,1
VEDL,Vedanta Limited,EQ,13-MAY-1998,1
VEEDOL,Veedol Corporation Limited,EQ,16-JAN-2007,2
VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003,10
VENTIVE,Ventive Hospitality Limited,EQ,30-DEC-2024,1
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10
VENUSREM,Venus Remedies Limited,BE,20-DEC-2006,10
VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022,10
VERTOZ,Vertoz Limited,EQ,14-MAY-2020,10
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,1
VETO,Veto Switchgears And Cables Limited,EQ,29-APR-2015,10
VGL,VARVEE GLOBAL LIMITED,EQ,21-NOV-2006,10
VGUARD,V-Guard Industries Limited,EQ,13-MAR-2008,1
VHL,Vardhman Holdings Limited,EQ,30-JUN-2005,10
VHLTD,Viceroy Hotels Limited,BE,03-APR-2024,10
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1
VIDYAWIRES,Vidya Wires Limited,EQ,10-DEC-2025,1
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1
VIJIFIN,Viji Finance Limited,EQ,11-JUL-2016,1
VIKASECO,Vikas EcoTech Limited,EQ,12-DEC-2011,1
VIKASLIFE,Vikas Lifecare Limited,EQ,08-MAY-2019,1
VIKRAMSOLR,Vikram Solar Limited,EQ,26-AUG-2025,10
VIKRAN,Vikran Engineering Limited,EQ,03-SEP-2025,1
VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005,2
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,1
VINCOFE,Vintage Coffee And Beverages Limited,EQ,18-OCT-2024,10
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995,10
VINEETLAB,Vineet Laboratories Limited,EQ,15-JUN-2021,10
VINNY,Vinny Overseas Limited,EQ,28-NOV-2022,1
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,1
VIPCLOTHNG,VIP Clothing Limited,EQ,06-AUG-2007,2
VIPIND,VIP Industries Limited,EQ,02-MAR-2005,2
VIPULLTD,Vipul Limited,EQ,23-APR-2015,1
VIRINCHI,Virinchi Limited,BE,03-MAY-2023,10
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,2
VISASTEEL,Visa Steel Limited,BE,17-MAR-2006,10
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,2
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2
VIVIDHA,Visagar Polytex Limited,EQ,21-MAY-2013,1
VLEGOV,VL E-Governance & IT Solutions Limited,EQ,14-AUG-2023,10
VLSFINANCE,VLS Finance Limited,EQ,25-MAY-1995,10
VMART,V-Mart Retail Limited,EQ,20-FEB-2013,10
VMM,Vishal Mega Mart Limited,EQ,18-DEC-2024,10
VMSTMT,VMS TMT Limited,EQ,24-SEP-2025,10
VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006,10
VOLTAS,Voltas Limited,EQ,12-APR-1995,1
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10
VRAJ,Vraj Iron and Steel Limited,EQ,03-JUL-2024,10
VRLLOG,VRL Logistics Limited,EQ,30-APR-2015,10
VSSL,Vardhman Special Steels Limited,EQ,17-MAY-2012,10
VSTIND,VST Industries Limited,EQ,05-SEP-2003,10
VSTL,Vibhor Steel Tubes Limited,EQ,20-FEB-2024,10
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,10
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,2
WAAREEENER,Waaree Energies Limited,EQ,28-OCT-2024,10
WAAREEINDO,Indosolar Limited,BE,29-SEP-2010,10
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-APR-2025,2
WABAG,VA Tech Wabag Limited,EQ,13-OCT-2010,2
WAKEFIT,Wakefit Innovations Limited,EQ,15-DEC-2025,1
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-SEP-1996,2
WANBURY,Wanbury Limited,EQ,29-JAN-2007,10
WCIL,Western Carriers (India) Limited,EQ,24-SEP-2024,5
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10
WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,1
WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,10
WEL,Wonder Electricals Limited,EQ,17-JAN-2022,1
WELCORP,Welspun Corp Limited,EQ,24-MAY-2005,5
WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004,10
WELINV,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10
WELSPUNLIV,Welspun Living Limited,EQ,04-DEC-2003,1
WENDT,Wendt (India) Limited,EQ,07-AUG-2006,10
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,05-JUN-2023,2
WEWIN,WE WIN LIMITED,BE,15-JUN-2022,10
WEWORK,WeWork India Management Limited,EQ,10-OCT-2025,10
WHEELS,Wheels India Limited,EQ,07-APR-2000,10
WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010,10
WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-FEB-1995,10
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,5
WINDMACHIN,Windsor Machines Limited,EQ,17-AUG-2011,2
WINSOME,Winsome Yarns Limited,BZ,25-AUG-2011,10
WIPL,The Western India Plywoods Limited,EQ,17-APR-2017,10
WIPRO,Wipro Limited,EQ,08-NOV-1995,2
WOCKPHARMA,Wockhardt Limited,EQ,23-FEB-2000,5
WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,10
WORTHPERI,Worth Peripherals Limited,EQ,04-AUG-2020,10
WSI,W S Industries (I) Limited,EQ,01-AUG-2007,10
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001,2
XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005,10
XELPMOC,Xelpmoc Design And Tech Limited,BE,04-FEB-2019,10
XPROINDIA,Xpro India Limited,EQ,27-APR-2004,10
XTGLOBAL,Xtglobal Infotech Limited,EQ,16-SEP-2024,1
YASHO,Yasho Industries Limited,EQ,21-AUG-2023,10
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10
YATRA,Yatra Online Limited,EQ,28-SEP-2023,1
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2
YUKEN,Yuken India Limited,EQ,02-SEP-2021,10
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1
ZEELEARN,Zee Learn Limited,EQ,20-DEC-2010,1
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-JAN-2007,1
ZENITHEXPO,Zenith Exports Limited,EQ,10-JUL-1996,10
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,30-APR-2007,10
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,2
ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015,1
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008,5
ZIMLAB,Zim Laboratories Limited,EQ,25-NOV-2022,10
ZODIAC,Zodiac Energy Limited,EQ,14-DEC-2021,10
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,10
ZUARI,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995,10
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,18-APR-2000,1
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,2
